9 of 10 units, , , ,V4e121_00, ,V4e122_00, ,V4e122_01, ,V4e123_00, ,V4e123_01, ,MTe080_00, ,MTe080_01, ,MTe081_00, ,MTe081_02, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
1023,M,6.0,2.0,NaN,NaN,2.072999954223633,7.886000156402588,NaN,NaN,0.14499999582767487,29.121999740600586,1.034000039100647,50.159000396728516,38.47200012207031,0.6060000061988831,18.229999542236328,5.000999927520752,45.71900177001953,2.9040000438690186,NaN,NaN
1024,M,7.0,6.0,NaN,NaN,4.38100004196167,4.006999969482422,NaN,NaN,0.0020000000949949026,0.09099999815225601,0.057999998331069946,11.465999603271484,38.32600021362305,76.4540023803711,19.32200050354004,38.77399826049805,39.20399856567383,69.62200164794922,NaN,NaN
1025,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1026,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1027,C,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,8.446000099182129,43.5989990234375,51.268001556396484,120.44200134277344,0.5370000004768372,43.80799865722656,0.0010000000474974513,20.28700065612793,18.784000396728516,91.802001953125,0.006000000052154064,19.871000289916992
1028,C,1.0,6.0,15.151000022888184,20.746999740600586,NaN,NaN,NaN,NaN,42.50600051879883,51.742000579833984,84.83599853515625,204.02999877929688,2.388000011444092,97.73799896240234,0.14399999380111694,75.61599731445312,5.14900016784668,48.965999603271484,NaN,NaN
1029,C,6.0,7.0,6.269000053405762,18.281999588012695,14.435999870300293,0.004999999888241291,20.44300079345703,7.942999839782715,44.4010009765625,46.676998138427734,61.5260009765625,146.66400146484375,0.0,11.838000297546387,NaN,NaN,6.660999774932861,6.736000061035156,NaN,NaN
1030,C,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.12200000137090683,62.92599868774414,0.27900001406669617,144.7030029296875,0.004999999888241291,99.75800323486328,0.004999999888241291,66.6969985961914,25.142000198364258,37.303001403808594,NaN,NaN
1031,C,2.0,1.0,0.06300000101327896,37.35200119018555,6.7230000495910645,18.236000061035156,6.964000225067139,20.316999435424805,9.22700023651123,69.8010025024414,3.63100004196167,144.5399932861328,0.0,11.135000228881836,NaN,NaN,6.370999813079834,8.946000099182129,NaN,NaN
1032,M,7.0,2.0,NaN,NaN,0.03200000151991844,7.208000183105469,NaN,NaN,2.2109999656677246,35.672000885009766,4.257999897003174,66.45099639892578,0.004000000189989805,79.9219970703125,0.006000000052154064,77.45099639892578,10.692000389099121,39.47700119018555,NaN,NaN
1033,M,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.480000019073486,35.17599868774414,28.934999465942383,42.2239990234375,11.54800033569336,22.422000885009766,8.54699993133545,28.211000442504883,35.00699996948242,5.2829999923706055,NaN,NaN
1034,M,4.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,14.131999969482422,22.763999938964844,23.60099983215332,38.625999450683594,10.529000282287598,6.775000095367432,6.059000015258789,6.723999977111816,8.333999633789062,4.195000171661377,NaN,NaN
1035,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1036,C,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,27.202999114990234,40.9739990234375,52.89699935913086,88.05699920654297,8.758999824523926,56.827999114990234,0.003000000026077032,33.058998107910156,30.530000686645508,23.81800079345703,NaN,NaN
1037,C,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.7929999828338623,55.314998626708984,1.0920000076293945,101.61499786376953,0.03500000014901161,19.10099983215332,0.0010000000474974513,19.204999923706055,24.216999053955078,8.1899995803833,NaN,NaN
1038,M,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.014999999664723873,36.64400100708008,2.243000030517578,44.854000091552734,0.004999999888241291,64.0979995727539,0.0020000000949949026,42.31100082397461,39.04100036621094,30.281999588012695,NaN,NaN
1039,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1040,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1041,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1042,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1043,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1044,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1045,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1046,C,2.0,6.0,NaN,NaN,6.659999847412109,12.651000022888184,4.913000106811523,4.025000095367432,24.030000686645508,54.683998107910156,38.92599868774414,122.2969970703125,0.0020000000949949026,0.49000000953674316,0.0010000000474974513,0.24799999594688416,5.269000053405762,0.8109999895095825,NaN,NaN
1047,M,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0010000000474974513,13.48900032043457,2.2709999084472656,24.70199966430664,27.31399917602539,53.76599884033203,22.69700050354004,18.58799934387207,40.11899948120117,85.85299682617188,NaN,NaN
1048,M,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.028999999165534973,53.76100158691406,0.12099999934434891,61.30799865722656,19.31399917602539,53.8849983215332,22.12299919128418,64.53500366210938,30.69499969482422,17.628000259399414,NaN,NaN
1049,C,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.999000072479248,82.14900207519531,12.33899974822998,107.47799682617188,0.24699999392032623,112.4010009765625,0.07999999821186066,53.83300018310547,0.18199999630451202,75.18800354003906,0.028999999165534973,3.999000072479248
1050,M,3.0,4.0,NaN,NaN,2.2699999809265137,0.2669999897480011,NaN,NaN,4.482999801635742,0.16599999368190765,0.0010000000474974513,0.20900000631809235,2.5339999198913574,106.21700286865234,2.9749999046325684,72.73799896240234,14.994000434875488,43.1870002746582,NaN,NaN
1051,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1052,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1053,C,2.0,2.0,NaN,NaN,NaN,NaN,34.00899887084961,0.9629999995231628,16.29599952697754,28.378000259399414,56.9010009765625,54.715999603271484,2.24399995803833,71.10900115966797,0.003000000026077032,42.51499938964844,58.01100158691406,92.4000015258789,NaN,NaN
1054,M,7.0,6.0,NaN,NaN,2.2039999961853027,8.154999732971191,NaN,NaN,3.946000099182129,42.19499969482422,12.531999588012695,83.61599731445312,2.2639999389648438,0.9520000219345093,0.0,1.2319999933242798,46.608001708984375,25.79599952697754,NaN,NaN
1055,M,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,12.920999526977539,48.68899917602539,40.27199935913086,98.01399993896484,0.003000000026077032,34.297000885009766,0.004999999888241291,40.172000885009766,2.2920000553131104,23.415000915527344,NaN,NaN
1056,C,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,56.55699920654297,55.96900177001953,141.30799865722656,124.90799713134766,0.017999999225139618,15.015999794006348,0.017000000923871994,10.050000190734863,3.4519999027252197,10.331999778747559,NaN,NaN
1057,M,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,16.256999969482422,43.03300094604492,49.8650016784668,45.40800094604492,0.010999999940395355,43.49399948120117,0.019999999552965164,35.17399978637695,0.0020000000949949026,2.690000057220459,0.0,0.2409999966621399
1058,M,7.0,1.0,2.2690000534057617,12.395000457763672,NaN,NaN,NaN,NaN,2.4130001068115234,29.391000747680664,13.013999938964844,75.16000366210938,32.49800109863281,25.694000244140625,23.10099983215332,3.9179999828338623,42.22999954223633,3.450000047683716,NaN,NaN
1059,C,2.0,7.0,0.07100000232458115,16.920000076293945,NaN,NaN,0.0010000000474974513,0.0,3.484999895095825,55.29600143432617,3.385999917984009,81.22799682617188,0.0,2.2699999809265137,0.0,1.465000033378601,8.312000274658203,0.24199999868869781,NaN,NaN
1060,M,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,12.14900016784668,0.13500000536441803,47.97800064086914,0.10000000149011612,0.0020000000949949026,40.9109992980957,0.0,11.711000442504883,4.517000198364258,38.66899871826172,NaN,NaN
1061,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1062,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1063,C,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,28.04800033569336,38.83000183105469,61.1870002746582,38.349998474121094,27.766000747680664,11.192999839782715,8.47700023651123,0.24500000476837158,17.680999755859375,50.01100158691406,NaN,NaN
1064,M,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,0.004000000189989805,20.645999908447266,0.10700000077486038,49.474998474121094,4.276000022888184,113.06999969482422,3.7330000400543213,58.26100158691406,4.081999778747559,32.9640007019043,1.9119999408721924,4.210999965667725
1065,C,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,25.035999298095703,73.6259994506836,52.22600173950195,126.28700256347656,0.009999999776482582,42.33399963378906,0.004000000189989805,37.81999969482422,7.854000091552734,12.74899959564209,NaN,NaN
1066,C,7.0,6.0,NaN,NaN,6.375999927520752,17.121999740600586,NaN,NaN,8.475000381469727,50.77000045776367,14.41100025177002,113.13999938964844,0.00800000037997961,78.3479995727539,0.003000000026077032,39.05500030517578,9.430000305175781,66.13200378417969,NaN,NaN
1067,C,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.014000000432133675,26.506000518798828,0.028999999165534973,91.94000244140625,0.01600000075995922,81.51100158691406,0.02500000037252903,47.68600082397461,0.7319999933242798,36.387001037597656,NaN,NaN
1068,C,1.0,2.0,NaN,NaN,NaN,NaN,4.507999897003174,0.0020000000949949026,17.135000228881836,50.76100158691406,42.540000915527344,178.33200073242188,0.06199999898672104,36.67900085449219,0.052000001072883606,23.357999801635742,22.66699981689453,36.31399917602539,NaN,NaN
1069,C,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,23.643999099731445,61.31100082397461,78.54399871826172,94.50900268554688,0.0,22.16200065612793,0.0010000000474974513,15.543000221252441,18.809999465942383,29.243000030517578,NaN,NaN
1070,C,1.0,7.0,NaN,NaN,1.1339999437332153,19.48699951171875,NaN,NaN,12.156000137329102,46.99800109863281,32.422000885009766,94.65799713134766,0.0,5.4629998207092285,0.0,3.2909998893737793,2.2699999809265137,3.315999984741211,0.0,0.3100000023841858
1071,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1072,C,7.0,1.0,NaN,NaN,3.687000036239624,12.967000007629395,0.17100000381469727,9.590999603271484,19.264999389648438,13.522000312805176,51.80400085449219,69.26100158691406,4.5320000648498535,46.76599884033203,2.26200008392334,21.986000061035156,25.759000778198242,32.86800003051758,NaN,NaN
1073,C,7.0,7.0,NaN,NaN,2.306999921798706,25.908000946044922,NaN,NaN,8.552000045776367,53.13600158691406,20.695999145507812,152.60800170898438,5.1579999923706055,78.6729965209961,4.665999889373779,34.691001892089844,47.9119987487793,46.90800094604492,NaN,NaN
1074,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,27.902000427246094,50.821998596191406,80.0459976196289,136.19900512695312,0.004000000189989805,74.1780014038086,0.0020000000949949026,29.53499984741211,6.11899995803833,26.457000732421875,NaN,NaN
1075,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,23.229999542236328,25.565000534057617,41.76900100708008,57.108001708984375,21.16699981689453,0.1509999930858612,NaN,NaN,6.459000110626221,1.774999976158142,NaN,NaN
1076,C,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.11699999868869781,51.36600112915039,0.12800000607967377,120.1729965209961,6.802999973297119,50.36899948120117,6.406000137329102,62.63199996948242,39.44900131225586,12.093000411987305,NaN,NaN
1077,C,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,17.371999740600586,50.391998291015625,17.91900062561035,97.83100128173828,0.0,24.98200035095215,0.0010000000474974513,35.104000091552734,5.52400016784668,26.117000579833984,NaN,NaN
1078,C,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,32.78499984741211,59.32899856567383,68.26699829101562,123.8290023803711,0.026000000536441803,23.450000762939453,0.0010000000474974513,24.954999923706055,12.675999641418457,9.163999557495117,NaN,NaN
1079,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,19.017000198364258,36.08599853515625,43.441001892089844,58.04899978637695,4.1020002365112305,70.53900146484375,2.617000102996826,34.39400100708008,8.73799991607666,44.06399917602539,NaN,NaN
1080,M,6.0,2.0,2.25600004196167,2.755000114440918,NaN,NaN,6.389999866485596,14.73900032043457,0.10999999940395355,54.874000549316406,0.33000001311302185,107.60800170898438,0.0,25.77899932861328,0.0,16.94099998474121,30.44499969482422,18.007999420166016,NaN,NaN
1081,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1082,C,6.0,2.0,NaN,NaN,12.26200008392334,21.902000427246094,NaN,NaN,29.375,72.5270004272461,59.89400100708008,151.45899963378906,0.0020000000949949026,58.3380012512207,0.003000000026077032,34.4900016784668,2.2699999809265137,54.36399841308594,0.004000000189989805,34.270999908447266
1083,M,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,32.108001708984375,43.30400085449219,40.31800079345703,100.84600067138672,0.125,84.86799621582031,0.07999999821186066,38.38100051879883,38.180999755859375,85.88700103759766,NaN,NaN
1084,C,6.0,1.0,NaN,NaN,12.4350004196167,41.742000579833984,NaN,NaN,6.500999927520752,70.45500183105469,30.25,152.3260040283203,0.0,5.559999942779541,0.0,8.180000305175781,9.5649995803833,0.11699999868869781,NaN,NaN
1085,M,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.00800000037997961,24.32699966430664,0.026000000536441803,83.94599914550781,39.07400131225586,2.3239998817443848,14.732999801635742,0.37700000405311584,16.75200080871582,36.84299850463867,4.485000133514404,26.506000518798828
1086,C,2.0,1.0,6.243000030517578,14.79800033569336,4.363999843597412,11.527000427246094,16.829999923706055,4.083000183105469,14.45300006866455,53.9640007019043,41.845001220703125,70.28800201416016,2.250999927520752,0.054999999701976776,0.003000000026077032,0.004000000189989805,28.809999465942383,4.646999835968018,NaN,NaN
1087,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1088,M,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,12.20199966430664,4.255000114440918,51.07699966430664,6.394000053405762,0.0010000000474974513,37.65599822998047,0.0020000000949949026,34.729000091552734,4.2170000076293945,5.651000022888184,NaN,NaN
1089,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1090,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1091,C,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,21.98900032043457,89.88400268554688,72.0469970703125,243.43800354003906,9.062000274658203,32.79399871826172,9.053999900817871,23.65399932861328,2.2660000324249268,18.655000686645508,0.0,2.492000102996826
1092,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1093,M,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,43.5629997253418,26.575000762939453,103.8030014038086,60.22999954223633,0.004000000189989805,38.35499954223633,0.003000000026077032,37.64500045776367,0.0,5.710000038146973,0.0,1.8109999895095825
1094,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1095,M,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,37.61600112915039,28.878999710083008,95.61399841308594,35.90999984741211,0.0,0.03700000047683716,0.0,0.017000000923871994,4.810999870300293,18.624000549316406,NaN,NaN
1096,C,1.0,1.0,6.4039998054504395,35.10100173950195,NaN,NaN,NaN,NaN,49.40999984741211,60.755001068115234,78.947998046875,97.58699798583984,30.180999755859375,29.30500030517578,17.44099998474121,23.709999084472656,51.21500015258789,6.2779998779296875,NaN,NaN
1097,C,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,52.409000396728516,56.37699890136719,79.68199920654297,110.62999725341797,0.029999999329447746,46.84299850463867,0.004000000189989805,47.17100143432617,2.5940001010894775,33.32500076293945,NaN,NaN
1098,M,1.0,1.0,NaN,NaN,NaN,NaN,4.849999904632568,0.0,27.170000076293945,0.0,56.277000427246094,0.004000000189989805,0.33500000834465027,78.96399688720703,0.15700000524520874,88.66300201416016,8.906000137329102,57.86600112915039,NaN,NaN
1099,M,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,1.2130000591278076,22.930999755859375,2.621000051498413,81.6760025024414,3.1449999809265137,56.53300094604492,3.6419999599456787,44.42100143432617,21.562000274658203,44.255001068115234,NaN,NaN
1100,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1101,M,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,0.003000000026077032,43.48099899291992,0.027000000700354576,52.8390007019043,0.004000000189989805,56.196998596191406,0.0010000000474974513,16.83099937438965,6.53000020980835,37.47700119018555,0.0,14.869999885559082
1102,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1103,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1104,M,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,41.7869987487793,32.624000549316406,62.35499954223633,42.50299835205078,6.440999984741211,40.792999267578125,0.0010000000474974513,31.25,43.71900177001953,16.67099952697754,NaN,NaN
1105,C,6.0,1.0,10.491999626159668,28.982999801635742,6.519999980926514,14.880000114440918,NaN,NaN,30.409000396728516,53.69599914550781,74.70500183105469,79.14399719238281,0.0,5.1529998779296875,0.0,18.839000701904297,4.74399995803833,27.177000045776367,NaN,NaN
1106,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1107,M,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,2.368000030517578,61.21799850463867,11.413000106811523,172.0800018310547,0.004000000189989805,55.112998962402344,NaN,NaN,2.250999927520752,21.461000442504883,NaN,NaN
1108,C,1.0,2.0,8.350000381469727,15.96500015258789,16.35099983215332,25.382999420166016,NaN,NaN,46.446998596191406,18.315000534057617,72.76200103759766,90.28700256347656,0.0,0.14300000667572021,NaN,NaN,2.2829999923706055,1.4520000219345093,NaN,NaN
1109,M,4.0,5.0,NaN,NaN,10.156999588012695,4.827000141143799,NaN,NaN,7.611000061035156,44.733001708984375,11.140999794006348,59.755001068115234,NaN,NaN,NaN,NaN,16.21299934387207,3.992000102996826,NaN,NaN
1110,C,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,11.239999771118164,57.654998779296875,13.232999801635742,147.58900451660156,0.0010000000474974513,33.77199935913086,NaN,NaN,18.617000579833984,16.225000381469727,NaN,NaN
1111,M,2.0,6.0,0.028999999165534973,4.001999855041504,0.014999999664723873,1.0750000476837158,4.39900016784668,0.0020000000949949026,14.494999885559082,34.569000244140625,30.45199966430664,95.39099884033203,0.0,2.7360000610351562,0.0,1.4730000495910645,2.255000114440918,12.61299991607666,NaN,NaN
1112,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1113,M,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,10.255000114440918,51.20600128173828,7.011000156402588,108.28199768066406,9.817999839782715,66.18299865722656,6.938000202178955,38.8120002746582,47.999000549316406,16.676000595092773,NaN,NaN
1114,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1115,C,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,28.934999465942383,88.81900024414062,56.56800079345703,145.1179962158203,0.0,42.106998443603516,0.0,16.72599983215332,6.23799991607666,18.065000534057617,NaN,NaN
1116,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1117,M,2.0,7.0,NaN,NaN,0.0010000000474974513,17.992000579833984,NaN,NaN,0.052000001072883606,21.64299964904785,0.08699999749660492,85.99299621582031,36.47700119018555,4.074999809265137,13.47700023651123,0.04399999976158142,80.41000366210938,8.482999801635742,10.489999771118164,0.08100000023841858
1118,M,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,37.558998107910156,36.1870002746582,110.58399963378906,71.69200134277344,0.0,1.3300000429153442,0.0,0.699999988079071,4.538000106811523,2.0980000495910645,0.0,2.302000045776367
1119,C,6.0,6.0,NaN,NaN,8.201000213623047,0.09799999743700027,0.009999999776482582,4.206999778747559,52.37799835205078,92.93199920654297,85.13999938964844,137.16900634765625,0.0,0.8889999985694885,0.0,0.7599999904632568,6.492000102996826,7.296000003814697,NaN,NaN
1120,M,6.0,1.0,NaN,NaN,0.006000000052154064,3.4839999675750732,7.107999801635742,6.6620001792907715,17.988000869750977,49.06399917602539,9.0,69.95500183105469,0.2329999953508377,0.5849999785423279,0.17100000381469727,0.9599999785423279,0.18000000715255737,5.539999961853027,NaN,NaN
1121,M,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,2.8889999389648438,45.16899871826172,5.948999881744385,115.30000305175781,0.0,22.979000091552734,0.0,8.140999794006348,37.8380012512207,44.52399826049805,NaN,NaN
1122,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1123,M,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,2.618000030517578,19.16900062561035,1.2699999809265137,47.34000015258789,0.0,0.38999998569488525,0.0,0.23000000417232513,0.0010000000474974513,4.117000102996826,NaN,NaN
1124,C,2.0,6.0,12.315999984741211,14.630999565124512,2.243000030517578,14.034000396728516,NaN,NaN,25.722000122070312,22.006999969482422,49.375999450683594,44.16699981689453,2.244999885559082,0.4399999976158142,0.0,0.20100000500679016,19.895999908447266,3.2950000762939453,NaN,NaN
1125,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1126,M,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,2.690999984741211,38.448001861572266,6.611000061035156,110.7979965209961,0.003000000026077032,42.145999908447266,0.004999999888241291,37.52199935913086,10.97599983215332,1.3869999647140503,10.805999755859375,0.20000000298023224
1127,M,2.0,6.0,NaN,NaN,2.2690000534057617,7.875,6.72599983215332,2.881999969482422,22.360000610351562,10.914999961853027,42.19599914550781,58.73099899291992,0.006000000052154064,60.59000015258789,0.004000000189989805,34.80400085449219,15.0649995803833,54.82099914550781,NaN,NaN
1128,C,6.0,7.0,2.3340001106262207,17.812000274658203,NaN,NaN,NaN,NaN,22.339000701904297,57.79499816894531,67.572998046875,121.03399658203125,2.25,52.78799819946289,0.004000000189989805,50.57500076293945,2.2760000228881836,26.132999420166016,0.0,3.0880000591278076
1129,C,6.0,7.0,4.25600004196167,29.64699935913086,6.446000099182129,18.315000534057617,NaN,NaN,18.87299919128418,64.93499755859375,26.174999237060547,111.85600280761719,6.442999839782715,4.250999927520752,8.486000061035156,9.586000442504883,10.6850004196167,14.59000015258789,NaN,NaN
1130,C,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,16.183000564575195,36.40800094604492,8.979999542236328,77.63600158691406,0.003000000026077032,0.0,0.003000000026077032,0.0,10.314000129699707,0.0020000000949949026,NaN,NaN
1131,M,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,10.392999649047852,63.74399948120117,16.30299949645996,128.9949951171875,2.244999885559082,17.558000564575195,NaN,NaN,10.859000205993652,46.76599884033203,NaN,NaN
1132,M,7.0,2.0,NaN,NaN,6.334000110626221,13.404000282287598,NaN,NaN,20.049999237060547,17.72100067138672,36.797000885009766,39.4119987487793,0.017000000923871994,88.56199645996094,0.035999998450279236,62.25199890136719,0.03999999910593033,71.45800018310547,0.007000000216066837,6.401000022888184
1133,M,2.0,7.0,NaN,NaN,4.177000045776367,0.13099999725818634,NaN,NaN,14.604000091552734,0.06499999761581421,10.734999656677246,0.0,48.0369987487793,142.12600708007812,2.759000062942505,60.11000061035156,89.56800079345703,85.4990005493164,NaN,NaN
1134,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1135,M,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,29.770999908447266,25.402999877929688,67.70800018310547,71.58399963378906,0.0,0.3190000057220459,0.0,0.17299999296665192,0.02500000037252903,8.081999778747559,0.0,0.16699999570846558
1136,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1137,C,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,27.011999130249023,48.90700149536133,72.64800262451172,61.64400100708008,0.0,9.270000457763672,0.0,5.734000205993652,2.4860000610351562,19.148000717163086,NaN,NaN
1138,M,7.0,6.0,4.230000019073486,11.232999801635742,0.024000000208616257,7.427999973297119,NaN,NaN,8.314000129699707,48.11199951171875,14.444000244140625,84.37000274658203,0.0,0.24199999868869781,0.0,0.2800000011920929,0.04399999976158142,1.25600004196167,NaN,NaN
