9 of 10 units, , , ,V4e121_00, ,V4e122_00, ,V4e122_01, ,V4e123_00, ,V4e123_01, ,MTe080_00, ,MTe080_01, ,MTe081_00, ,MTe081_02, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
128,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,C,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.010999999940395355,33.48899841308594,0.004999999888241291,43.73699951171875,2.5859999656677246,17.902999877929688,NaN,NaN,3.7809998989105225,21.569000244140625,0.0020000000949949026,29.756000518798828
131,C,4.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.591999053955078,33.30799865722656,0.0010000000474974513,8.871999740600586,NaN,NaN,4.223999977111816,6.242000102996826,0.0010000000474974513,8.741999626159668
132,M,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,18.636999130249023,16.996000289916992,24.910999298095703,18.18600082397461,2.2899999618530273,47.05400085449219,NaN,NaN,5.986000061035156,39.67499923706055,NaN,NaN
133,M,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004999999888241291,50.2599983215332,25.298999786376953,55.619998931884766,NaN,NaN,43.70500183105469,48.369998931884766,11.180999755859375,24.395000457763672
134,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
135,C,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,0.039000000804662704,21.98900032043457,4.585999965667725,53.17100143432617,2.255000114440918,35.09199905395508,NaN,NaN,33.3380012512207,45.928001403808594,0.07699999958276749,24.225000381469727
136,C,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,12.86400032043457,52.22100067138672,24.91200065612793,123.29499816894531,0.0020000000949949026,17.225000381469727,NaN,NaN,4.380000114440918,83.31700134277344,0.22699999809265137,38.69499969482422
137,C,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,18.430999755859375,68.25700378417969,28.51300048828125,101.77999877929688,41.17599868774414,44.30099868774414,NaN,NaN,133.28700256347656,83.71600341796875,2.244999885559082,15.387999534606934
138,M,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0010000000474974513,7.994999885559082,0.0010000000474974513,46.768001556396484,2.1089999675750732,49.10499954223633,NaN,NaN,6.261000156402588,69.63999938964844,0.014000000432133675,35.279998779296875
139,C,4.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,18.551000595092773,37.00299835205078,40.93299865722656,75.0770034790039,2.244999885559082,4.796999931335449,NaN,NaN,15.954000473022461,70.51799774169922,0.0020000000949949026,16.3799991607666
140,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,M,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,12.932000160217285,10.541000366210938,14.994999885559082,10.61400032043457,53.6879997253418,133.53399658203125,NaN,NaN,68.9729995727539,98.35700225830078,0.050999999046325684,20.424999237060547
142,M,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,16.301000595092773,17.097000122070312,16.47599983215332,22.365999221801758,5.682000160217285,20.926000595092773,NaN,NaN,2.565000057220459,67.60399627685547,0.03500000014901161,7.748000144958496
143,C,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,10.347999572753906,7.885000228881836,20.35099983215332,23.22800064086914,0.0020000000949949026,8.295999526977539,NaN,NaN,22.732999801635742,15.019000053405762,6.734000205993652,15.147000312805176
144,C,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,2.2699999809265137,30.354000091552734,4.354000091552734,29.98200035095215,13.031000137329102,56.71900177001953,0.0,15.1850004196167,51.0099983215332,82.32099914550781,0.0010000000474974513,7.610000133514404
145,C,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,14.656000137329102,45.84400177001953,34.63100051879883,52.797000885009766,0.0,6.3470001220703125,NaN,NaN,0.026000000536441803,9.730999946594238,NaN,NaN
146,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148,M,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,52.54499816894531,0.12300000339746475,114.322998046875,0.14499999582767487,4.39300012588501,73.80699920654297,NaN,NaN,22.365999221801758,142.41799926757812,2.2690000534057617,14.954000473022461
149,M,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,14.524999618530273,0.08399999886751175,24.058000564575195,0.2460000067949295,32.97800064086914,15.755999565124512,NaN,NaN,40.222999572753906,28.71299934387207,20.87299919128418,8.045999526977539
150,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
151,M,4.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0430000014603138,30.597999572753906,0.03799999877810478,60.46099853515625,0.004999999888241291,24.552000045776367,NaN,NaN,10.61400032043457,46.143001556396484,0.004000000189989805,14.664999961853027
152,M,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0020000000949949026,22.628000259399414,0.004000000189989805,58.5,8.185999870300293,50.14899826049805,NaN,NaN,39.566001892089844,91.67400360107422,0.003000000026077032,30.84600067138672
153,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
154,M,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,12.282999992370605,0.16599999368190765,24.270000457763672,0.20900000631809235,81.26499938964844,136.66700744628906,0.0,5.755000114440918,82.7959976196289,137.94700622558594,0.027000000700354576,25.309999465942383
155,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156,M,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.864999771118164,3.0350000858306885,10.741000175476074,0.0,27.461000442504883,93.03099822998047,NaN,NaN,58.03799819946289,109.4990005493164,NaN,NaN
157,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
158,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162,C,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,17.683000564575195,63.2140007019043,50.85300064086914,86.93800354003906,16.856000900268555,43.266998291015625,NaN,NaN,4.271999835968018,47.845001220703125,NaN,NaN
163,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
164,C,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,13.986000061035156,33.49300003051758,16.650999069213867,91.27300262451172,0.0010000000474974513,29.018999099731445,NaN,NaN,4.498000144958496,20.77199935913086,NaN,NaN
165,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166,M,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,3.4660000801086426,46.49599838256836,0.03999999910593033,81.05899810791016,8.887999534606934,30.819000244140625,NaN,NaN,18.99799919128418,10.74899959564209,6.791999816894531,12.005000114440918
167,M,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,0.05999999865889549,27.291000366210938,0.08100000023841858,54.69599914550781,93.99600219726562,52.59600067138672,NaN,NaN,105.00900268554688,46.04100036621094,7.763999938964844,8.184000015258789
168,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
169,M,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.006000000052154064,0.0,0.04800000041723251,2.2669999599456787,76.74099731445312,NaN,NaN,4.48799991607666,61.810001373291016,0.004999999888241291,38.96900177001953
170,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.320000171661377,15.0,10.406000137329102,34.45600128173828,27.38599967956543,8.128999710083008,NaN,NaN,35.57500076293945,20.781999588012695,12.060999870300293,2.740999937057495
171,C,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,14.190999984741211,65.6500015258789,23.704999923706055,60.31999969482422,0.0020000000949949026,28.249000549316406,NaN,NaN,2.6549999713897705,27.937000274658203,0.0010000000474974513,8.70199966430664
172,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
173,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
174,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
175,M,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,7.546000003814697,19.79400062561035,0.1679999977350235,20.34000015258789,1.9140000343322754,95.927001953125,NaN,NaN,3.614000082015991,111.16000366210938,NaN,NaN
176,M,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,21.617000579833984,0.003000000026077032,37.24300003051758,0.0020000000949949026,2.246000051498413,66.71900177001953,NaN,NaN,8.894000053405762,58.643001556396484,0.003000000026077032,25.621999740600586
177,C,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,32.387001037597656,25.868000030517578,60.849998474121094,40.70600128173828,76.43699645996094,45.042999267578125,NaN,NaN,136.2740020751953,90.81800079345703,NaN,NaN
178,C,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.946999549865723,36.74800109863281,31.816999435424805,87.63999938964844,14.774999618530273,57.137001037597656,NaN,NaN,15.373000144958496,82.88800048828125,0.0020000000949949026,34.82699966430664
179,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
180,C,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,19.927000045776367,66.37799835205078,8.416999816894531,126.81700134277344,51.150001525878906,10.076000213623047,NaN,NaN,59.68600082397461,30.54199981689453,0.0,6.9120001792907715
181,C,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,1.1039999723434448,61.555999755859375,10.642999649047852,73.25900268554688,4.642000198364258,35.47999954223633,NaN,NaN,62.89899826049805,80.17400360107422,NaN,NaN
182,C,4.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,24.625,40.36199951171875,49.87900161743164,55.25299835205078,0.0010000000474974513,11.166000366210938,NaN,NaN,6.460999965667725,31.32900047302246,NaN,NaN
183,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
184,M,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.241000175476074,74.47000122070312,13.987000465393066,98.947998046875,0.017999999225139618,8.774999618530273,NaN,NaN,6.328999996185303,66.31400299072266,NaN,NaN
185,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186,M,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,2.2709999084472656,42.69300079345703,0.0020000000949949026,51.25199890136719,4.494999885559082,34.61600112915039,NaN,NaN,12.61400032043457,9.920000076293945,6.301000118255615,18.402999877929688
187,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
188,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
189,C,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,25.007999420166016,42.11800003051758,24.66699981689453,113.91999816894531,0.4399999976158142,0.0,NaN,NaN,4.429999828338623,0.0560000017285347,NaN,NaN
190,C,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.269000053405762,69.1510009765625,19.83799934387207,183.80799865722656,49.06999969482422,17.999000549316406,NaN,NaN,92.76100158691406,34.518001556396484,NaN,NaN
191,C,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,23.586999893188477,9.024999618530273,29.937000274658203,28.39900016784668,1.8600000143051147,13.270999908447266,NaN,NaN,3.4570000171661377,11.791999816894531,NaN,NaN
192,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
193,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.380000114440918,0.0,14.67300033569336,0.0,0.0,12.732999801635742,NaN,NaN,6.770999908447266,24.260000228881836,NaN,NaN
194,M,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.04800000041723251,30.208999633789062,0.07400000095367432,86.23699951171875,4.664999961853027,31.798999786376953,NaN,NaN,44.03799819946289,117.74700164794922,NaN,NaN
195,C,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,26.534000396728516,67.88899993896484,36.494998931884766,82.71600341796875,26.764999389648438,8.3100004196167,NaN,NaN,33.625999450683594,16.660999298095703,NaN,NaN
196,M,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,10.470000267028809,32.534000396728516,2.311000108718872,45.51300048828125,66.33799743652344,5.505000114440918,NaN,NaN,138.94700622558594,38.06800079345703,10.42300033569336,15.251999855041504
197,M,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0020000000949949026,7.698999881744385,0.019999999552965164,0.004000000189989805,27.493999481201172,17.218000411987305,NaN,NaN,44.861000061035156,52.138999938964844,12.942999839782715,15.423999786376953
198,M,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,28.256000518798828,7.293000221252441,70.68499755859375,12.053000450134277,16.739999771118164,77.38099670410156,NaN,NaN,53.52199935913086,123.5250015258789,0.014000000432133675,25.41900062561035
199,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,M,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,0.003000000026077032,22.270999908447266,0.03400000184774399,39.64899826049805,29.166000366210938,28.35700035095215,NaN,NaN,50.5099983215332,44.56100082397461,0.0020000000949949026,29.56800079345703
201,M,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,26.466999053955078,0.2549999952316284,52.83100128173828,0.2840000092983246,3.5480000972747803,18.006999969482422,NaN,NaN,6.73199987411499,17.725000381469727,NaN,NaN
202,M,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.05000000074505806,48.946998596191406,0.07100000232458115,35.34000015258789,0.02500000037252903,0.009999999776482582,NaN,NaN,2.2660000324249268,27.724000930786133,NaN,NaN
203,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,4.557000160217285,50.96699905395508,10.454000473022461,103.35399627685547,0.050999999046325684,7.955999851226807,NaN,NaN,0.18199999630451202,86.56500244140625,NaN,NaN
204,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205,C,2.0,6.0,31.63599967956543,21.33799934387207,NaN,NaN,NaN,NaN,75.14299774169922,44.59000015258789,32.86199951171875,54.67100143432617,49.667999267578125,22.78499984741211,NaN,NaN,81.47100067138672,43.7400016784668,0.0,3.3949999809265137
206,M,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,12.244000434875488,40.26300048828125,19.308000564575195,30.847999572753906,6.448999881744385,9.354999542236328,NaN,NaN,4.485000133514404,24.73200035095215,0.04100000113248825,16.202999114990234
207,M,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.023000000044703484,14.394000053405762,0.017000000923871994,49.4119987487793,25.39299964904785,34.005001068115234,NaN,NaN,63.86899948120117,29.655000686645508,NaN,NaN
208,M,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,3.515000104904175,43.81800079345703,10.765999794006348,96.20700073242188,4.441999912261963,17.635000228881836,0.0,1.7549999952316284,71.40899658203125,28.077999114990234,18.847000122070312,16.17099952697754
209,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
210,C,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,28.56100082397461,85.58799743652344,47.569000244140625,80.29499816894531,31.981000900268555,10.819999694824219,0.0,6.3429999351501465,36.43600082397461,16.631000518798828,0.0,2.8510000705718994
211,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
213,C,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,22.506000518798828,28.045000076293945,62.75400161743164,107.29199981689453,4.923999786376953,63.26599884033203,NaN,NaN,19.211999893188477,60.814998626708984,NaN,NaN
214,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
215,M,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,17.239999771118164,0.0,11.317000389099121,3.953000068664551,2.26200008392334,33.29499816894531,NaN,NaN,0.004999999888241291,79.59500122070312,NaN,NaN
216,C,4.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,20.56800079345703,39.28799819946289,28.615999221801758,72.33499908447266,25.489999771118164,0.03500000014901161,NaN,NaN,36.2760009765625,8.76200008392334,NaN,NaN
217,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
218,M,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,10.109999656677246,2.0299999713897705,15.675999641418457,0.08100000023841858,26.235000610351562,159.38099670410156,NaN,NaN,84.05899810791016,88.36499786376953,7.434000015258789,24.020999908447266
219,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
220,C,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,40.875,63.12300109863281,71.3030014038086,107.39199829101562,2.253999948501587,4.464000225067139,NaN,NaN,0.03099999949336052,28.98900032043457,NaN,NaN
221,M,4.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,0.10999999940395355,31.111000061035156,0.09099999815225601,47.237998962402344,71.55599975585938,3.6989998817443848,NaN,NaN,99.83699798583984,35.3489990234375,2.1689999103546143,3.865000009536743
222,M,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.6119999885559082,0.03999999910593033,0.6570000052452087,0.23800000548362732,0.0,0.11400000005960464,NaN,NaN,5.916999816894531,9.399999618530273,0.0010000000474974513,0.48899999260902405
223,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
224,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,C,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,11.10200023651123,85.34300231933594,9.470999717712402,196.36300659179688,40.34700012207031,43.14799880981445,NaN,NaN,45.448001861572266,79.99299621582031,NaN,NaN
227,C,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,35.595001220703125,30.48900032043457,50.04800033569336,72.78900146484375,0.0,0.0,NaN,NaN,0.0010000000474974513,9.142999649047852,NaN,NaN
228,M,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,20.327999114990234,13.222000122070312,36.89099884033203,9.305999755859375,7.074999809265137,34.095001220703125,NaN,NaN,37.527000427246094,108.22899627685547,NaN,NaN
229,M,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,16.892000198364258,53.75199890136719,40.75,55.74100112915039,43.064998626708984,7.048999786376953,NaN,NaN,87.99600219726562,35.744998931884766,18.773000717163086,2.555000066757202
230,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,11.984000205993652,0.0,17.898000717163086,0.0,0.0010000000474974513,3.9159998893737793,NaN,NaN,37.56700134277344,5.501999855041504,NaN,NaN
231,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
232,C,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,35.691001892089844,50.5369987487793,90.95700073242188,122.49400329589844,2.244999885559082,5.291999816894531,NaN,NaN,3.5929999351501465,7.059999942779541,0.2280000001192093,1.718999981880188
233,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235,C,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,35.00899887084961,81.0270004272461,61.49700164794922,121.56999969482422,22.72599983215332,2.9489998817443848,NaN,NaN,60.08700180053711,4.010000228881836,NaN,NaN
236,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
237,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
238,C,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,42.893001556396484,35.92100143432617,90.82099914550781,63.983001708984375,9.381999969482422,98.43399810791016,NaN,NaN,13.484000205993652,95.71499633789062,NaN,NaN
239,C,4.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,33.590999603271484,28.374000549316406,72.24800109863281,36.48699951171875,37.6510009765625,9.989999771118164,NaN,NaN,75.98899841308594,62.74700164794922,NaN,NaN
240,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
241,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243,C,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,70.5260009765625,0.12800000607967377,97.91999816894531,0.02500000037252903,0.0,23.163000106811523,NaN,NaN,2.2660000324249268,48.73099899291992,NaN,NaN
244,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
245,M,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,58.4379997253418,0.06300000101327896,92.02200317382812,0.04600000008940697,2.3399999141693115,73.3270034790039,NaN,NaN,2.2829999923706055,128.48699951171875,NaN,NaN
246,C,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,30.166000366210938,60.74100112915039,43.099998474121094,123.89299774169922,20.643999099731445,62.47999954223633,NaN,NaN,47.47100067138672,104.4489974975586,NaN,NaN
247,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
248,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
249,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
251,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252,C,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,22.072999954223633,26.77400016784668,67.52799987792969,23.24799919128418,2.246000051498413,6.26800012588501,NaN,NaN,6.5289998054504395,58.970001220703125,0.0010000000474974513,9.322999954223633
253,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
254,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
255,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
256,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
257,C,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,34.17599868774414,107.2040023803711,65.65399932861328,157.01400756835938,14.548999786376953,25.031999588012695,NaN,NaN,31.663000106811523,53.75199890136719,0.0860000029206276,21.319000244140625
258,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
