27 of 34 units, , , ,V4e044_00, ,V4e044_01, ,V4e046_00, ,V4e046_01, ,V4e047_00, ,V4e047_01, ,V4e047_02, ,V4e047_05, ,V4e047_06, ,V4e048_00, ,V4e048_04, ,V4e048_05, ,V4e048_06, ,V4e052_00, ,V4e052_01, ,V4e053_00, ,V4e054_00, ,V4e055_00, ,V4e057_00, ,MTe040_00, ,MTe042_00, ,MTe049_00, ,MTe049_02, ,MTe050_00, ,MTe050_01, ,MTe051_00, ,MTe051_01, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
1292,C,1,6,54.9189987182617,22.943000793457,13.3369998931885,16.0340003967285,86.5550003051758,174.22200012207,37.9290008544922,117.944999694824,169.817001342773,114.291000366211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.7679996490479,91.3000030517578,NaN,NaN,10.3330001831055,7.82299995422363,7.28800010681152,21.7649993896484,24.6569995880127,87.3430023193359,2.28099989891052,3.98799991607666,67.9800033569336,45.7379989624023,22.5100002288818,46.9830017089844,85.1480026245117,83.5670013427734,32.3009986877441,16.806999206543,20.7189998626709,10.3249998092651,40.015998840332,53.1720008850098,43.015998840332,200.860000610352,2.27099990844727,46.2760009765625,302.230010986328,303.600006103516,17.5130004882813,0.037999998778105,91.1060028076172,240.186996459961,2.29399991035461,34.7750015258789
1293,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1294,M,2,6,13.331000328064,32.2470016479492,0.001000000047497,10.9659996032715,47.6870002746582,167.082000732422,26.9759998321533,109.278999328613,150.39599609375,99.2099990844727,NaN,NaN,NaN,NaN,NaN,NaN,0.001000000047497,4.2979998588562,19.9150009155273,48.9990005493164,NaN,NaN,15.3800001144409,22.19700050354,10.6000003814697,24.5699996948242,57.1759986877441,100.674003601074,31.7999992370605,28.5839996337891,116.485000610352,63.6180000305176,57.5419998168945,18.7980003356934,51.9959983825684,135.860992431641,1.32200002670288,52.2830009460449,13.793999671936,20.6590003967285,23.0629997253418,36.6969985961914,52.1259994506836,196.348007202148,2.27600002288818,34.726001739502,370.454986572266,325.994995117187,NaN,NaN,59.8349990844727,250.095001220703,8.48299980163574,29.6070003509521
1295,C,4,5,0.08500000089407,44.2360000610352,6.77600002288818,26.0729999542236,58.2939987182617,140.477005004883,18.7339992523193,105.197998046875,104.939002990723,161.514999389648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.5440006256104,10.9680004119873,NaN,NaN,9.91600036621094,10.6680002212524,5.89799976348877,10.0050001144409,64.7900009155273,95.8040008544922,10.2469997406006,19.4500007629395,51.8320007324219,70.2689971923828,10.5129995346069,43.6500015258789,63.0069999694824,78.9700012207031,22.8810005187988,15.9090003967285,12.2700004577637,15.7430000305176,31.1959991455078,45.0550003051758,19.3080005645752,136.223999023438,NaN,NaN,194.962997436523,344.977996826172,NaN,NaN,53.4420013427734,238.317001342773,6.47599983215332,14.7670001983643
1296,M,4,5,52.3250007629395,23.1949996948242,12.4670000076294,0.002000000094995,20.1749992370605,130.837997436523,12.1940002441406,105.053001403809,118.170997619629,136.660003662109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.4990005493164,42.8540000915527,NaN,NaN,10.5129995346069,7.90199995040894,17.9419994354248,11.0380001068115,108.84700012207,62.6580009460449,43.7910003662109,7.1560001373291,101.291999816895,68.1220016479492,41.4650001525879,40.7070007324219,45.9259986877441,80.463996887207,12.1709995269775,30.0949993133545,27.4109992980957,30.7110004425049,48.8489990234375,39.0750007629394,13.3229999542236,169.869003295898,0.197999998927116,32.9519996643066,333.579010009766,382.268005371094,NaN,NaN,35.8199996948242,320.158996582031,0.090000003576279,21.5470008850098
1297,C,1,2,28.7369995117187,51.3359985351562,36.2000007629395,8.81700038909912,50.3129997253418,94.2429962158203,13.6479997634888,89.9449996948242,88.661003112793,161.011001586914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.9360008239746,17.9179992675781,NaN,NaN,5.82399988174439,12.2279996871948,8.34700012207031,1.96200001239777,96.9560012817383,91.6900024414062,30.9230003356934,11.6070003509521,73.6179962158203,84.9229965209961,38.0190010070801,33.4440002441406,98.0820007324219,118.025001525879,53.4539985656738,59.173999786377,23.5869998931885,10.753999710083,33.6419982910156,29.6399993896484,13.210000038147,151.880996704102,0.11599999666214,58.7439994812012,280.613006591797,380.553009033203,NaN,NaN,22.1650009155273,198.070007324219,0.052000001072884,29.30299949646
1298,M,6,2,22.1040000915527,85.6640014648437,10.8050003051758,28.2779998779297,59.8699989318848,126.842002868652,15.3900003433228,88.7030029296875,119.049003601074,195.251998901367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.7590007781982,47.8320007324219,NaN,NaN,11.4440002441406,7.76200008392334,8.13700008392334,9.22000026702881,69.1549987792969,84.5319976806641,25.5009994506836,22.1219997406006,100.321998596191,106.611000061035,54.4140014648437,76.8119964599609,75.2929992675781,120.356002807617,30.9580001831055,54.1580009460449,24.0300006866455,12.1719999313354,47.3400001525879,37.7919998168945,36.4280014038086,172.445007324219,9.57100009918213,71.3600006103516,267.135986328125,355.451995849609,NaN,NaN,57.1959991455078,240.087997436523,2.33599996566772,20.4610004425049
1299,M,4,3,0.209999993443489,7.22700023651123,0.418999999761581,11.4479999542236,25.0580005645752,135.947006225586,18.9459991455078,93.9660034179687,89.6520004272461,119.813003540039,NaN,NaN,NaN,NaN,NaN,NaN,0,19.5330009460449,18.5219993591309,47.0540008544922,NaN,NaN,19.5590000152588,18.0779991149902,9.63399982452393,14.3269996643066,35.0019989013672,92.3840026855469,12.3149995803833,20.7229995727539,68.2070007324219,80.0930023193359,49.5340003967285,18.4300003051758,78.0189971923828,74.8789978027344,31.8279991149902,36.375,18.5520000457764,18.007999420166,55.3380012512207,56.3709983825684,21.7670001983643,224.70100402832,0.041999999433756,30.55299949646,321.861999511719,399.234008789062,NaN,NaN,59.4630012512207,292.867004394531,2.40199995040894,32.9339981079102
1300,M,1,1,91.6859970092773,103.305999755859,45.1759986877441,45.8419990539551,27.1809997558594,169.70100402832,8.77099990844727,69.7190017700195,121.295997619629,279.714996337891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.3999996185303,38.625,NaN,NaN,20.0060005187988,5.34999990463257,15.7749996185303,10.664999961853,156.445999145508,97.4150009155273,55.4230003356934,31.871000289917,143.085006713867,105.713996887207,76.8249969482422,96.9049987792969,69.5550003051758,145.072006225586,28.1900005340576,164.134002685547,25.9230003356934,24.4489994049072,64.4589996337891,40.2809982299805,59.2900009155273,106.522003173828,15.0179996490479,15.375,283.407012939453,387.933013916016,NaN,NaN,106.473999023438,215.925003051758,33.0929985046387,25.6149997711182
1301,C,7,2,7.07999992370606,25.7089996337891,0.009999999776483,9.71399974822998,73.9150009155273,168.192001342773,47.5880012512207,94.3850021362305,160.89599609375,105.34400177002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.261999130249,59.5309982299805,NaN,NaN,16.6280002593994,21.6009998321533,8.53999996185303,6.37599992752075,33.0909996032715,33.5519981384277,5.94399976730347,12.7720003128052,61.1980018615723,57.9959983825684,26.3910007476807,3.93799996376038,59.3530006408691,65.0800018310547,50.7859992980957,49.6279983520508,28.6919994354248,14.4449996948242,38.4980010986328,95.8119964599609,36.3919982910156,176.319000244141,3.54699993133545,74.8270034790039,295.282989501953,367.420013427734,6.85300016403198,0.120999999344349,50.6549987792969,216.296005249023,1.40900003910065,53.2360000610352
1302,C,2,7,11.0869998931885,64.629997253418,2.31900000572205,35.4259986877441,90.5490036010742,173.675003051758,26.1959991455078,82.4710006713867,82.1480026245117,195.845993041992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.4969997406006,53.7490005493164,NaN,NaN,14.335000038147,11.4079999923706,8.44699954986572,14.2709999084473,95.1439971923828,123.546997070313,7.5,26.2900009155273,62.7910003662109,73.2490005493164,27.8349990844727,57.3810005187988,80.7190017700195,87.5100021362305,23.5300006866455,28.1040000915527,12.8520002365112,12.1490001678467,49.6160011291504,55.3359985351563,38.2239990234375,113.095001220703,NaN,NaN,272.434997558594,425.055999755859,NaN,NaN,63.5719985961914,216.289001464844,0.045000001788139,12.3800001144409
1303,M,7,7,35.4080009460449,49.6199989318848,10.5319995880127,3.90000009536743,35.2220001220703,143.705993652344,11.253999710083,82.6510009765625,127.393997192383,161.669998168945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.4039993286133,40.2840003967285,NaN,NaN,12.8290004730225,7.94899988174439,14.460000038147,19.3780002593994,84.2080001831055,69.0350036621094,16.4330005645752,0.833000004291534,89.7310028076172,61.2080001831055,49.9480018615723,18.6949996948242,49.173999786377,41.9029998779297,28.9559993743896,12.7530002593994,23.568000793457,12.0469999313355,56.3330001831055,44.4459991455078,25.3740005493164,131.031005859375,NaN,NaN,364.367004394531,366.523010253906,NaN,NaN,22.6319999694824,204.501998901367,0.071000002324581,4.0479998588562
1304,M,6,1,24.2600002288818,27.9939994812012,6.3289999961853,19.0939998626709,83.9830017089844,90.4800033569336,30.4820003509521,61.882999420166,189.251007080078,217.212005615234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.0739994049072,29.3999996185303,NaN,NaN,14.9449996948242,13.4079999923706,17.0510005950928,9.76799964904785,87.4970016479492,85.4670028686524,50.7159996032715,4.26599979400635,129.589996337891,76.4680023193359,55.9599990844727,33.2649993896484,86.7720031738281,75.6959991455078,51.7859992980957,39.4570007324219,26.4659996032715,20.7299995422363,32.6679992675781,47.9990005493164,45.0769996643066,101.901000976563,NaN,NaN,313.384002685547,393.907989501953,NaN,NaN,119.724998474121,223.539993286133,15.6669998168945,54.0470008850098
1305,C,5,4,22.7059993743896,5.32399988174439,2.34200000762939,0.028000000864267,73.4609985351563,138.253005981445,24.2399997711182,92.2360000610352,100.680999755859,126.721000671387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.375,71.6309967041016,NaN,NaN,2.39599990844727,11.5170001983643,2.27500009536743,3.99499988555908,65.7979965209961,96.1709976196289,14.6459999084473,28.8099994659424,108.083999633789,96.7020034790039,34.3079986572266,54.9720001220703,89.431999206543,75.9049987792969,58.2999992370606,26.2350006103516,8.18599987030029,7.91900014877319,50.5540008544922,45.6230010986328,60.4539985656738,184.878005981445,16.5979995727539,57.7410011291504,256.903991699219,408.029998779297,NaN,NaN,59.4770011901855,280.569000244141,2.37299990653992,42.9440002441406
1306,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1307,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1308,M,6,2,62.0820007324219,38.3129997253418,25.2660007476807,31.0599994659424,62.2379989624023,107.404998779297,32.1980018615723,80.9550018310547,120.44100189209,240.766006469727,NaN,NaN,NaN,NaN,NaN,NaN,7.96500015258789,2.17600011825562,5.58799982070923,54.4889984130859,NaN,NaN,26.1949996948242,18.3619995117187,3.8050000667572,14.6420001983643,20.9909992218018,71.4739990234375,2.2960000038147,11.1350002288818,39.4070014953613,100.721000671387,42.0820007324219,57.1529998779297,84.6460037231445,139.485000610352,29.4500007629395,52.3009986877441,15.6110000610352,9.92099952697754,77.2710037231445,43.6969985961914,24.9209995269775,189.751007080078,0.028999999165535,44.068000793457,292.605987548828,410.240997314453,NaN,NaN,91.6859970092773,275.303985595703,6.76399993896484,8.02400016784668
1309,C,4,3,20.0009994506836,7.92500019073486,11.1789999008179,4.00400018692017,60.3709983825684,144.738998413086,20.9209995269775,96.5910034179688,100.606002807617,145.893005371094,NaN,NaN,NaN,NaN,NaN,NaN,0.043000001460314,37.3650016784668,14.2279996871948,69.6070022583008,NaN,NaN,10.8850002288818,11.0209999084473,4.22200012207031,4.05200004577637,64.4759979248047,90.7529983520508,4.29400014877319,26.9300003051758,71.1829986572266,83.2210006713867,40.5550003051758,44.0120010375977,51.4580001831055,142.195999145508,51.5820007324219,24.5650005340576,8,0.045000001788139,43.5239982604981,66.0179977416992,26.6879997253418,185.684005737305,2.29999995231628,41.5299987792969,246.113998413086,374.571990966797,8.55399990081787,0.244000002741814,59.2550010681152,252.360992431641,2.57699990272522,34.8759994506836
1310,M,2,2,53.7229995727539,30.7609996795654,29.80299949646,7.93800020217896,74.1900024414062,117.931999206543,19.5799999237061,78.4189987182617,204.705993652344,151.611999511719,NaN,NaN,NaN,NaN,NaN,NaN,4.00799989700317,2.31500005722046,28.7900009155273,43.5400009155273,NaN,NaN,13.2569999694824,4.05000019073486,8.94099998474121,12.3959999084473,142.554000854492,98.8769989013672,61.2430000305176,16.7719993591309,122.44100189209,99.8619995117187,105.249000549316,75.5979995727539,100.022003173828,134.639999389648,32.1240005493164,15.6680002212524,21.5540008544922,10.5469999313355,65.9680023193359,49.0299987792969,56.6139984130859,167.162994384766,0.063000001013279,68.7310028076172,307.882995605469,399.843994140625,22.8929996490479,1.58599996566772,123.063003540039,233.22200012207,15.9379997253418,18.048999786377
1311,C,4,5,32.8419990539551,14.9750003814697,17.9759998321533,4.01000022888184,34.8409996032715,191.889007568359,14.2519998550415,91.9359970092773,164.406005859375,149.746002197266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.9699993133545,69.6179962158203,NaN,NaN,7.70100021362305,13.7069997787476,18.2180004119873,18.7919998168945,42.0460014343262,69.6679992675781,20.8999996185303,0.527999997138977,73.2959976196289,60.2750015258789,31.1830005645752,43.7830009460449,107.089996337891,86.7620010375977,52.9739990234375,33.6870002746582,34.5289993286133,6.19799995422363,48.0379981994629,30.6669998168945,32.1319999694824,158.537994384766,NaN,NaN,213.430999755859,350.213012695312,NaN,NaN,57.507999420166,298.161010742187,0.059000000357628,35.2929992675781
1312,M,4,3,31.6149997711182,10.2659997940063,9.55000019073486,18.1429996490479,52.382999420166,134.503997802734,14.6490001678467,88.1780014038086,188.466003417969,171.279006958008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.5310001373291,42.0110015869141,NaN,NaN,10.6149997711182,10.7849998474121,5.37400007247925,2.6489999294281,131.279006958008,96.9629974365234,41.4269981384277,21.8129997253418,124.315002441406,74.9800033569336,79.0540008544922,87.2740020751953,84.4120025634766,70.5619964599609,28.0429992675781,94.0039978027344,37.1479988098145,23.488000869751,53.5359992980957,51.8499984741211,28.6599998474121,209.490005493164,0.13400000333786,50.060001373291,334.696014404297,391.14599609375,NaN,NaN,81.322998046875,276.223999023437,20.3139991760254,21.3250007629395
1313,M,2,1,25.9829998016357,106.71900177002,27.2810001373291,25.9599990844727,57.7159996032715,83.3649978637695,22.6609992980957,70.5479965209961,200.839004516602,179.175003051758,NaN,NaN,NaN,NaN,NaN,NaN,29.5410003662109,9.17399978637695,36.7220001220703,53.2849998474121,NaN,NaN,14.3039999008179,7.77899980545044,5.5,5.82299995422363,119.463996887207,82.1279983520508,68.5960006713867,19.2530002593994,114.302001953125,52.5060005187988,56.0690002441406,30.7800006866455,91.2710037231445,90.6070022583008,47.7029991149902,17.3239994049072,21.2439994812012,17.007999420166,91.6039962768555,22.0750007629395,26.1940002441406,103.208000183105,NaN,NaN,299.502014160156,437.688995361328,19.5319995880127,0.021999999880791,39.2350006103516,229.468994140625,5.57399988174439,45.8600006103516
1314,C,6,7,45.185001373291,17.4529991149902,27.253999710083,4.16599988937378,57.2960014343262,125.574996948242,15.75,88.0830001831055,156.787002563477,179.154998779297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.3999996185303,44.4819984436035,NaN,NaN,16.1270008087158,14.1400003433228,6.95900011062622,10.8839998245239,52.826000213623,92.109001159668,20.5319995880127,18.886999130249,79.1549987792969,43.7130012512207,47.1269989013672,26.3110008239746,113.90599822998,61.734001159668,53.7290000915527,2.08200001716614,16.5790004730225,21.1280002593994,41.8089981079102,73.4509963989258,45.8260002136231,123.964996337891,NaN,NaN,244.996002197266,383.636993408203,12.3669996261597,0.001000000047497,61.8429985046387,213.093002319336,6.2039999961853,12.0159997940063
1315,C,6,6,4.58199977874756,43.8120002746582,0.006000000052154,0.003000000026077,34.6269989013672,178.007995605469,13.4980001449585,120.772003173828,116.968002319336,82.5390014648437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.6239995956421,51.7960014343262,NaN,NaN,10.7840003967285,26.3190002441406,20.1959991455078,15.5970001220703,22.5820007324219,62.5670013427734,18.076000213623,23.5270004272461,62.8720016479492,43.1660003662109,16.2549991607666,14.8190002441406,54.9059982299805,101.274002075195,23.55299949646,52.3300018310547,7.21600008010864,17.0769996643066,31.0750007629395,33.2649993896484,8.88300037384033,206.994995117187,0.07599999755621,44.1580009460449,270.289001464844,349.77099609375,NaN,NaN,21.8950004577637,267.998992919922,0.064000003039837,32.4539985656738
1316,M,7,2,1.57200002670288,43.3419990539551,0.001000000047497,13.7729997634888,22.4650001525879,150.091995239258,23.5540008544922,93.6309967041016,111.444999694824,144.220001220703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.3840007781982,42.7280006408691,NaN,NaN,17.9160003662109,15.4429998397827,8.58899974822998,9.31400012969971,47.5460014343262,91.5869979858399,14.6359996795654,37.7750015258789,51.8019981384277,62.1139984130859,38.8730010986328,11.1339998245239,68.1859970092773,138.449005126953,69.6149978637695,91.7939987182617,22.8910007476807,28.9680004119873,50.2620010375977,51.8009986877441,6.40700006484985,193.175994873047,0.072999998927116,46.2919998168945,334.734008789062,375.942993164062,NaN,NaN,66.984001159668,241.951995849609,2.31399989128113,11.9540004730225
1317,C,7,7,26.2450008392334,28.2770004272461,6.73999977111816,7.3439998626709,77.3199996948242,178.481994628906,41.1780014038086,88.3379974365234,95.2119979858398,148.817001342773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.173999786377,43.9449996948242,NaN,NaN,14.4020004272461,12.3149995803833,5.81799983978272,12.9280004501343,58.2379989624023,35.3540000915527,20.7240009307861,7.11600017547607,93.0780029296875,64.3690032958984,78.2379989624023,32.3950004577637,72.609001159668,54.689998626709,17.636999130249,0.314999997615814,20.8910007476807,28.492000579834,46.435001373291,67.2060012817383,34.2350006103516,105.737998962402,NaN,NaN,240.358001708984,397.933013916016,2.26600003242493,0,35.7919998168945,211.041000366211,0.048000000417233,7.98299980163574
1318,C,5,4,19.3430004119873,15.8540000915527,4.01999998092651,0,49.6419982910156,148.660003662109,14.9020004272461,88.370002746582,127.971000671387,248.690002441406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.8680000305176,41.6599998474121,NaN,NaN,11.6840000152588,12.1020002365112,3.94099998474121,13.8500003814697,46.6959991455078,120.48999786377,23.2049999237061,30.2229995727539,67.8949966430664,52.185001373291,37.2630004882812,19.0429992675781,74.9390029907227,85.4150009155273,32.6749992370605,52.1669998168945,15.956000328064,12.2419996261597,43.0229988098145,46.5369987487793,49.4770011901855,190.177993774414,12.543999671936,39.8289985656738,224.128997802734,391.153991699219,NaN,NaN,69.3300018310547,264.930999755859,10.7019996643066,31.2350006103516
1319,M,6,6,13.6400003433228,28.4419994354248,5.92899990081787,32.2179985046387,37.1619987487793,180.595993041992,4.61899995803833,130.488006591797,157.389007568359,128.970993041992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.8959999084473,69.5869979858398,NaN,NaN,8.96800041198731,21.1299991607666,22.7089996337891,26.1459999084473,140.526992797852,58.5449981689453,40.056999206543,10.1339998245239,126.789001464844,79.3899993896484,64.088996887207,22.6149997711182,101.314002990723,99.5120010375977,10.0100002288818,18.4860000610352,22.4589996337891,12.5249996185303,52.4720001220703,76.1259994506836,32.0589981079102,192.671997070313,0.101999998092651,72.8379974365234,359.725006103516,401.113006591797,NaN,NaN,65.6259994506836,264.265991210937,6.26900005340576,21.6800003051758
1320,M,7,2,11.1879997253418,4.07399988174439,4.25500011444092,0,76.6900024414062,125.667999267578,42.2639999389648,91.068000793457,126.224998474121,133.272003173828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.8929996490479,21.6299991607666,NaN,NaN,9.76000022888184,13.2430000305176,14.8439998626709,20.3309993743896,49.3349990844727,67.927001953125,8.69900035858154,20.4710006713867,50.6500015258789,46.9140014648437,19.9529991149902,15.2840003967285,56.3040008544922,120.297996520996,71.3929977416992,24.7870006561279,17.2800006866455,17.5170001983643,58.3160018920898,65.4309997558594,26.8619995117187,180.382995605469,6.56400012969971,46.4070014953613,287.372985839844,392.126007080078,NaN,NaN,45.9099998474121,238.817993164063,5.68400001525879,33.4249992370605
1321,C,2,6,44.3230018615723,40.9029998779297,16.4109992980957,3.41400003433228,59.568000793457,221.337005615234,22.5620002746582,105.991996765137,174.975006103516,138.455993652344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.367000579834,55.4119987487793,NaN,NaN,3.24600005149841,17.9200000762939,14.0380001068115,6.04400014877319,38.1829986572266,64.4010009765625,10.0690002441406,7.99499988555908,89.2060012817383,46.5390014648438,82.2880020141602,20.5279998779297,69.1719970703125,95.4440002441406,33.2239990234375,12.6470003128052,15.0930004119873,19.7810001373291,33.7680015563965,41.4269981384277,24.8770008087158,179.720993041992,2.30699992179871,38.3940010070801,324.006988525391,367.569000244141,NaN,NaN,52.6020011901855,231.921005249023,0.045000001788139,18.4549999237061
1322,C,6,1,22.8449993133545,12.6140003204346,8.94999980926514,7.19999980926514,40.9379997253418,96.3000030517578,15.2889995574951,82.1070022583008,102.21900177002,160.934005737305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,26.5979995727539,NaN,NaN,6.50299978256226,23.7590007781982,NaN,NaN,54.6139984130859,60.9970016479492,18.863000869751,6.85699987411499,67.7639999389649,48.2010002136231,54.4679985046387,16.9939994812012,63.2529983520508,43.8269996643066,21.1009998321533,25.3390007019043,27.1270008087158,21.1919994354248,43.6310005187988,64.2870025634766,7.125,94.5879974365234,0.001000000047497,9.57699966430664,239.488006591797,360.421997070312,NaN,NaN,19.2479991912842,184.574005126953,0.068000003695488,44.3320007324219
1323,C,1,7,2.33100008964539,84.5630035400391,19.0279998779297,27.1340007781982,68.0699996948242,134.768997192383,46.7729988098145,78.2369995117188,154.462005615234,143.244995117188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.1709995269775,44.3629989624023,NaN,NaN,15.5729999542236,5.06400012969971,20.6319999694824,9.42800045013428,19.6159992218018,98.3779983520508,10.6870002746582,37.1629981994629,52.439998626709,105.954002380371,35.0470008850098,78.9889984130859,35.2700004577637,96.1660003662109,88.2030029296875,35.0209999084473,28.9330005645752,10.8520002365112,44.2929992675781,60.4720001220703,34.3110008239746,113.112998962402,NaN,NaN,303.274993896484,401.427001953125,24.7150001525879,0.043000001460314,107.90299987793,207.014007568359,10.5640001296997,11.1890001296997
1324,C,4,4,42.1139984130859,16.2900009155273,13.1409997940063,0.46399998664856,17.7789993286133,174.093994140625,11.3879995346069,92.7809982299805,96.6320037841797,141.710998535156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.7119998931885,51.4860000610352,NaN,NaN,4.51999998092651,7.77500009536743,15.1759996414185,13.1459999084473,77.9359970092773,110.339996337891,40.0410003662109,33.0180015563965,80.2020034790039,65.1920013427734,44.648998260498,35.8849983215332,41.867000579834,94.3550033569336,24.4869995117187,54.2620010375977,20.9610004425049,0.08500000089407,40.8160018920898,49.0009994506836,12.621000289917,193.289993286133,2.45499992370605,56.2919998168945,267.244995117187,339.408996582031,4.35900020599365,0.086999997496605,41.3279991149902,284.054992675781,1.79499995708466,32.7200012207031
1325,M,7,6,36.2029991149902,37.8209991455078,28.5820007324219,33.3650016784668,36.681999206543,169.09700012207,19.3530006408691,117.237998962402,116.862998962402,94.0759963989258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.625,85.4079971313477,NaN,NaN,14.6990003585815,17.9890003204346,2.85500001907349,14.2259998321533,64.375,76.6940002441406,18.0189990997314,13.1990003585815,94.8949966430664,74.2519989013672,41.4970016479492,48.9000015258789,35.6870002746582,68.1959991455078,6.74200010299683,35.8079986572266,22.3840007781982,21.9029998779297,57.9360008239746,47.0069999694824,8.60400009155273,190.046997070312,0.002000000094995,22.4130001068115,310.834014892578,334.990997314453,NaN,NaN,27.7639999389648,267.320007324219,3.53999996185303,25.7019996643066
1326,M,2,6,0.101999998092651,103.643997192383,0.148000001907349,37.8919982910156,59.4309997558594,179.610992431641,42.2430000305176,106.40299987793,89.4530029296875,135.496994018555,NaN,NaN,NaN,NaN,NaN,NaN,0.001000000047497,4,15.3940000534058,58.7750015258789,NaN,NaN,30.242000579834,17.3850002288818,4.30600023269653,12.2889995574951,38.234001159668,74.7839965820313,6.65500020980835,25.6959991455078,44.0890007019043,74.7020034790039,38.6059989929199,37.5480003356934,72.7040023803711,72.6910018920898,43.0279998779297,25.2199993133545,39.5800018310547,14.4099998474121,56.0480003356934,36.4939994812012,35.5250015258789,202.205993652344,NaN,NaN,334.265014648438,336.816986083984,NaN,NaN,83.6859970092774,259.765014648437,11.1700000762939,36.5909996032715
1327,M,6,6,11.6619997024536,9.5319995880127,2.01200008392334,0.500999987125397,39.1160011291504,209.64599609375,37.2159996032715,102.240997314453,92.8740005493164,101.106002807617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.1770000457764,54.2120018005371,NaN,NaN,31.261999130249,21.5030002593994,2.29299998283386,15.7729997634888,35.1539993286133,45.2169990539551,6.35400009155273,6.17999982833862,59.2750015258789,47.7319984436035,38.0019989013672,15.956000328064,49.6920013427734,97.8209991455078,21.2280006408691,25.9850006103516,24.7110004425049,31.5109996795654,59.693000793457,69.5530014038086,41.5149993896484,233.667007446289,9.01700019836426,30.5429992675781,292.002014160156,342.097991943359,NaN,NaN,103.464996337891,231.854995727539,8.48099994659424,33.0530014038086
